Etiquetas de fila;AMAZONAS;ANTIOQUIA;ARAUCA;ATLÁNTICO;BOLÍVAR;BOYACÁ;CALDAS;CAQUETÁ;CASANARE;CAUCA;CESAR;CHOCÓ;CÓRDOBA;CUNDINAMARCA;GUAINÍA;GUAJIRA;GUAVIARE;HUILA;MAGDALENA;META;NARIÑO;NORTE DE SANTANDER;PUTUMAYO;QUINDÍO;RISARALDA;SAN ANDRÉS;SANTANDER;SUCRE;TOLIMA;VALLE;VAUPÉS;VICHADA;Total general
05-nov-2015;1;18;;5;3;;;2;3;7;2;1;3;8;;3;;3;1;2;3;3;2;;4;;1;3;1;11;;;90
05-oct-2015;;19;;3;1;;1;3;1;5;4;2;;9;;4;;1;3;1;1;4;2;;;;1;3;;8;;;76
05-sep-2015;;21;2;4;1;;;1;2;5;7;;;8;;4;;3;;5;5;5;2;;1;1;;;;10;;;87
06-apr-2015;;18;;2;;;;;1;6;4;;2;13;;4;1;2;1;2;4;3;;;;;1;1;2;12;;;79
06-aug-2015;1;27;;8;1;;1;;1;3;2;1;2;11;;1;;;1;;2;5;1;;;1;2;1;;12;;;84
06-dec-2015;;15;;5;2;;;1;3;6;6;;5;5;;1;;4;3;1;3;8;;;1;1;1;1;2;14;;;88
06-feb-2015;1;24;1;1;;;;1;;2;1;3;2;10;;3;;1;1;2;5;2;;1;;;2;;;9;;;72
06-jan-2015;1;17;;5;;;1;1;2;4;;2;2;6;;2;;2;;2;2;4;2;;;;2;1;1;10;;;69
06-jul-2015;;24;;2;2;;1;1;1;6;1;;1;10;;1;;6;1;3;3;2;1;;2;;1;;1;11;;;81
06-jun-2015;;14;1;4;3;1;;;2;5;3;2;1;7;;1;;5;;5;4;6;3;;;;2;2;2;15;;;88
06-mar-2015;1;14;;6;1;;;2;1;1;4;1;;14;;5;;;2;2;2;2;;1;1;;3;1;;14;;;78
06-may-2015;;27;2;2;1;;1;;;1;2;4;1;9;;1;;2;1;3;;2;;;3;;;;;12;;;74
06-nov-2015;;13;2;7;;;;1;1;2;2;2;2;16;;2;;6;;4;4;7;1;1;;;1;1;;9;;;84
06-oct-2015;;15;;5;1;;;1;;5;3;2;;15;;4;;;;;2;5;2;1;1;;2;2;2;6;;;74
06-sep-2015;;14;;2;;1;;;;11;3;;1;3;;3;;4;;4;2;6;;1;1;1;1;1;;12;;;71
07-apr-2015;;30;1;5;2;;;3;3;;3;;;8;;1;;3;1;2;2;2;;;4;;2;1;;8;;;81
07-aug-2015;;13;3;6;;;;2;3;2;3;2;;9;;;;2;;3;;7;;;;;1;1;1;13;;;71
07-dec-2015;;15;2;4;1;;;2;1;10;2;;4;12;;5;;2;3;1;;3;1;;;1;1;1;3;8;;;82
07-feb-2015;;20;;;3;;;;;3;3;1;1;6;;3;;7;2;2;4;;1;1;;;;;2;8;;;67
07-jan-2015;;28;;2;1;;;;3;5;;1;2;10;;3;;4;;;3;3;1;;1;1;2;5;1;10;;;86
07-jul-2015;;20;;7;;;;2;;4;5;;;12;;4;;2;1;3;1;3;2;1;;;;;;7;;;74
07-jun-2015;;11;;4;;;1;4;1;7;1;;2;4;;;;4;1;3;4;6;;1;;;3;2;1;11;;;71
07-mar-2015;1;15;;2;1;;;;1;7;2;2;1;6;;3;1;4;1;2;5;3;;;1;1;2;1;1;10;;;73
07-may-2015;;27;;1;;;;;1;3;4;;2;10;;4;;2;3;3;2;3;;1;1;;1;1;;4;;;73
07-nov-2015;;20;;3;2;1;1;1;2;6;3;1;1;10;;1;;3;1;3;2;9;;1;1;1;2;2;3;10;;;90
07-oct-2015;;15;;2;2;;;2;1;8;2;2;2;17;;2;;2;;3;2;13;;;;1;1;2;1;12;;;92
07-sep-2015;;17;1;5;1;;;;;4;2;1;1;9;;3;;1;2;;;5;;;;;;;;16;;;68
08-apr-2015;;31;;7;1;;1;;1;3;3;;1;19;;1;;;2;7;;2;;;1;;;2;2;11;;;95
08-aug-2015;;9;;5;3;;;;3;6;6;1;2;1;;2;;2;2;3;5;7;;;;;5;4;;11;;;77
08-dec-2015;;11;;2;;;;4;2;3;3;;;6;;;;1;1;2;;3;;1;;;1;1;3;9;;;53
08-feb-2015;1;14;2;6;4;;;1;1;4;3;2;;4;;2;;3;1;4;1;1;;;;;2;;2;9;;;67
08-jan-2015;;23;;3;2;;;2;2;4;1;2;1;9;;1;;1;1;3;;4;;;;;;;1;10;;;70
08-jul-2015;;21;1;4;;;;;2;5;1;;2;15;;2;;2;1;2;2;6;;1;1;;1;2;1;8;;;80
08-jun-2015;;12;3;2;1;;;1;2;1;3;2;1;8;;;;2;2;7;2;1;2;;;;3;2;1;11;;;69
08-mar-2015;;8;;1;2;;;1;1;8;5;2;1;1;;;;3;;3;4;;1;1;3;;1;4;3;5;;;58
08-may-2015;;20;2;4;;;1;;3;1;3;2;;14;;7;;1;3;6;2;5;1;;;;1;;;9;;;85
08-nov-2015;1;8;1;2;1;;1;3;2;13;2;1;1;8;;1;;7;;4;5;4;2;;6;;1;;2;11;;;87
08-oct-2015;;16;;2;1;1;;1;2;7;3;2;1;11;;2;;3;;2;1;9;1;;1;;3;2;;14;;;85
08-sep-2015;;20;;5;;1;1;;1;6;3;1;1;13;;5;;1;;;2;5;;;;1;2;2;1;5;;;76
09-apr-2015;;18;1;2;2;;;1;;4;2;;;12;;;;2;;3;1;2;1;1;;;4;2;1;14;;;73
09-aug-2015;;9;1;4;2;;;;;2;4;1;2;6;;1;;3;2;5;4;6;2;;3;;;2;;9;;;68
09-dec-2015;;24;1;1;3;1;;;1;3;3;1;1;15;;2;;3;1;5;;4;1;;1;1;;1;;12;;;85
09-feb-2015;;34;;4;2;;;2;1;4;1;1;5;15;;2;;2;;2;1;5;1;2;;;2;1;3;15;;;105
09-jan-2015;;21;;5;;2;;;1;5;1;;2;7;;5;;3;;1;1;1;1;;;;;2;2;10;;;70
09-jul-2015;;17;1;4;1;;;3;;4;5;;;8;;3;;3;2;3;;2;;1;;;1;1;;10;;;69
09-jun-2015;;23;2;5;2;;;;1;1;3;1;2;15;;4;1;;;5;1;4;1;;2;;1;2;1;11;;;88
09-mar-2015;;12;;1;;;;;2;5;2;1;;9;;3;;2;1;5;1;3;2;;1;1;2;1;2;10;;;66
09-may-2015;;21;;3;;;;;1;2;2;;2;7;;2;1;1;2;4;1;2;;;;1;4;2;1;9;;;68
09-nov-2015;;24;;3;1;1;;1;;5;1;1;;6;;;1;2;;4;2;7;;1;2;;1;6;1;11;;;81
09-oct-2015;;18;;1;;;1;2;2;2;5;1;1;10;;3;;2;4;1;1;7;1;;;;;4;1;22;;;89
09-sep-2015;;20;;7;1;;;;2;;4;;1;21;;;;;1;2;2;6;;;1;;2;;;5;;;75
10-apr-2015;1;15;;5;1;;;;1;3;4;;1;12;;;;1;;10;1;2;;;;;3;;1;15;;;76
10-aug-2015;;25;1;3;1;;;4;;3;3;;1;14;;;;3;1;2;1;5;1;1;;1;2;1;;17;;;90
10-dec-2015;;24;;1;;;;;3;7;4;;2;9;;4;;;4;2;;5;1;;;;1;1;2;11;;;81
10-feb-2015;;19;1;6;1;;;;;6;1;2;1;11;;1;;5;1;2;3;2;;;1;;2;2;;17;;;84
10-jan-2015;;20;1;5;;1;;2;;1;1;3;;12;;6;;;1;5;2;9;;1;1;;1;1;;13;;;86
10-jul-2015;;24;3;2;1;;;2;;7;5;;3;10;;3;;2;1;2;4;6;;;1;2;2;;2;7;;;89
10-jun-2015;;18;;3;;;;;4;1;1;1;2;12;;;1;1;;1;;2;1;;1;;5;2;2;12;;;70
10-mar-2015;;16;;2;;;;1;1;4;1;1;;13;;1;;2;;1;;3;;;;;1;;;9;;;56
10-may-2015;;12;1;4;;;1;1;4;5;5;;;1;;3;1;1;1;2;3;3;1;1;1;;;2;1;9;;;63
10-nov-2015;;17;1;7;1;1;;;1;4;2;2;;11;;3;;1;2;;3;8;;1;1;1;1;1;;9;;;78
10-oct-2015;;20;3;7;1;;;1;1;10;3;1;1;5;;2;;1;3;1;2;7;1;;;;3;2;1;12;1;;89
10-sep-2015;;24;2;4;1;;;;;3;1;3;1;15;;;;2;;3;3;10;;1;1;;1;;;17;;;92
11-apr-2015;;24;;6;2;;1;1;1;6;2;1;2;8;;3;;2;1;9;1;5;1;;1;;4;1;1;10;;;93
11-aug-2015;;23;1;6;4;;;;4;4;3;1;2;19;;2;1;2;;4;;7;;;;;1;2;1;12;;;99
11-dec-2015;;19;;5;1;;;1;;10;5;;1;15;;1;;4;1;2;;8;1;;1;;4;;1;17;;;97
11-feb-2015;;17;;6;1;;;2;1;2;6;1;1;9;;2;;1;;1;2;2;;;1;1;;3;1;12;;;72
11-jan-2015;;13;1;5;;;;;1;9;1;1;2;2;;2;;3;2;3;2;3;1;;;1;1;2;2;12;;;69
11-jul-2015;;10;2;6;5;;;;2;6;2;;1;4;;;;5;1;3;3;1;1;;1;;;;;8;;;61
11-jun-2015;;16;3;4;1;;1;;3;7;7;;1;13;;3;;5;;1;2;8;;1;1;;3;2;;15;;;97
11-mar-2015;;23;1;7;;;;3;3;3;1;;;11;;2;;4;1;1;4;2;;;1;;2;2;1;7;;;79
11-may-2015;;14;1;;;1;2;;2;1;;2;1;8;;2;;2;1;4;1;5;2;;3;;;;;10;;;62
11-nov-2015;;22;1;3;2;;1;1;;8;1;2;;13;;1;;3;3;4;2;6;;2;;;;2;2;17;;;96
11-oct-2015;;12;;1;1;;1;1;;6;7;1;4;5;;1;;1;3;4;1;3;1;;;1;1;1;;9;;;65
11-sep-2015;;18;1;4;1;;;1;2;1;2;;2;9;;5;;1;1;2;;4;;;1;;3;1;2;15;;;76
12-apr-2015;;11;;2;;;;;2;8;2;1;2;7;;3;;7;1;7;;8;1;;2;;3;2;1;5;;2;77
12-aug-2015;;21;;3;;;;2;;6;5;;3;15;;2;1;1;;1;;5;1;1;1;;2;;;14;;;84
12-dec-2015;;22;;6;;;;3;2;10;3;1;;9;;3;;3;;3;2;3;;;;1;4;2;;13;;;90
12-feb-2015;;16;;1;1;;1;1;;1;3;;1;13;;4;;4;3;;5;5;;;2;;1;1;1;9;;;73
12-jan-2015;;14;1;2;;;;3;2;5;3;1;;3;;5;;2;;1;;2;;;1;1;;1;1;14;;;62
12-jul-2015;;14;1;3;3;1;1;;1;5;8;;3;4;;3;;3;1;2;;2;1;1;1;;1;;2;11;;;72
12-jun-2015;;18;;5;;;1;2;3;3;;2;1;20;;1;;2;;4;1;4;;;;;2;1;;11;;;81
12-mar-2015;1;8;;4;;;;;;;1;;2;13;;2;;3;3;2;3;3;;;1;;3;1;;13;;;63
12-may-2015;;16;;5;;;;1;1;4;1;1;2;12;;6;;1;1;3;1;3;1;1;;;1;3;;9;;;73
12-nov-2015;;14;1;4;1;1;;4;1;10;5;2;2;19;;1;;2;;;4;9;1;2;1;;1;2;;14;;;101
12-oct-2015;;10;1;2;2;;;2;1;5;2;5;3;4;;2;;3;1;5;1;3;;;1;;2;3;1;9;;;68
12-sep-2015;;15;1;4;;3;;1;3;8;5;1;3;5;;2;;1;1;4;3;11;3;;;1;3;3;;14;;;95
13-apr-2015;;21;1;2;2;;;2;;3;1;;2;11;;3;;3;;2;;6;;1;;;4;1;1;12;;;78
13-aug-2015;;16;2;6;1;;;3;3;4;2;;2;14;;1;;3;2;2;2;4;1;;;;1;2;2;9;;;82
13-dec-2015;1;13;1;3;1;1;;;2;7;4;;5;7;;1;;4;2;1;3;3;;1;1;;1;;1;7;;;70
13-feb-2015;1;22;;1;1;;1;4;;5;3;;2;11;;2;;2;;2;1;3;;;;;3;2;;15;;;81
13-jan-2015;;28;;2;1;;;2;3;3;3;1;1;9;;2;;3;;2;1;2;1;1;3;;4;1;2;10;;;85
13-jul-2015;;19;1;2;1;;;1;;3;;;1;9;;2;;2;1;1;2;2;;1;3;;2;2;;13;;;68
13-jun-2015;;11;1;3;1;;;1;4;5;7;1;2;3;;;;;1;3;2;1;;;1;;2;1;2;14;;;66
13-mar-2015;;17;1;2;1;;;1;2;5;6;;;12;;8;;2;;1;4;1;1;1;;;2;2;2;8;;;79
13-may-2015;;23;;1;;;;;1;2;1;;2;9;;;;3;;;1;5;;;1;;3;1;1;7;;;61
13-nov-2015;;11;1;5;2;;;;2;9;2;1;1;9;;2;;3;1;3;;5;1;1;1;;1;2;;14;;;77
13-oct-2015;;23;;1;3;;;1;2;5;1;;2;9;;3;1;;1;3;1;5;1;1;;1;3;4;;7;;;78
13-sep-2015;1;5;;;1;;;1;;8;5;1;;6;;2;;4;;1;1;5;1;;1;1;2;2;2;13;;;63
14-apr-2015;;12;;4;;;;;;2;;;1;7;;1;;3;1;4;2;5;;1;1;;;1;1;13;;;59
14-aug-2015;;22;;7;;;;4;1;8;4;1;2;10;;1;;;;;;5;;;1;;3;3;;12;;;84
14-dec-2015;;25;;5;2;;;2;1;3;2;1;1;7;;3;;2;;;;2;1;;3;1;1;2;2;14;;;80
14-feb-2015;;15;;7;1;;;1;4;1;4;;3;5;;2;;5;;2;3;5;;1;;;3;3;1;14;;1;81
14-jan-2015;;27;;5;2;1;;3;;1;1;;3;10;;1;;1;1;3;4;1;;1;4;;4;1;1;8;;;83
14-jul-2015;;19;;4;1;;1;5;;3;3;2;;10;;4;;;;1;1;3;;1;3;;1;;;8;;;70
14-jun-2015;;16;1;3;;1;;2;;2;5;1;2;8;;1;;2;;2;2;4;;;2;;2;1;4;11;;;72
14-mar-2015;;15;;3;1;;;;1;1;5;2;1;5;;3;;5;;3;1;5;;;2;;1;1;;9;;;64
14-may-2015;;16;;;;;1;1;1;2;3;;2;11;;2;;3;;;1;2;2;;1;;2;;1;7;;;58
14-nov-2015;;21;;2;;;1;1;3;8;1;5;3;6;;3;;3;3;1;3;8;2;1;;;;2;;13;;;90
14-oct-2015;;19;;7;4;;;1;;4;2;3;1;12;;4;;4;;4;4;9;;1;3;;1;1;;11;;;95
14-sep-2015;;18;1;2;1;;1;2;1;8;4;;1;14;;2;;1;2;3;2;4;;;;;2;1;;9;;;79
15-apr-2015;;26;;4;1;;;1;;2;1;;4;5;;;;;;1;1;3;;;1;;2;;1;8;;;61
15-aug-2015;;11;;2;;;;2;1;5;4;1;5;6;;5;;6;;8;5;5;1;;1;;1;2;1;7;;;79
15-dec-2015;;21;1;4;2;;;1;2;9;2;4;;18;;5;;4;3;2;3;4;;1;;;1;3;1;7;;;98
15-feb-2015;;11;;;1;1;;;2;6;3;;4;4;;2;1;6;5;2;2;3;1;2;1;;2;4;3;13;;;79
15-jan-2015;;26;;4;1;;;3;1;6;;1;1;8;;3;;1;;6;3;6;;1;;;2;;;11;;;84
15-jul-2015;;25;1;1;1;;;;1;4;3;;;4;;1;;1;1;1;1;2;2;;1;;1;;2;12;;;65
15-jun-2015;;7;1;2;1;;;3;;7;;1;;7;;1;;3;1;2;;2;;1;1;;;1;2;12;;;55
15-mar-2015;;10;;1;2;;;1;1;4;2;;2;7;;3;;;2;4;2;1;1;;1;;;;2;9;;;55
15-may-2015;;15;;4;;;;;;2;1;1;1;7;;6;;1;;2;2;1;;2;;;3;1;2;8;;;59
15-nov-2015;;9;;2;3;;1;;5;7;;4;6;6;;2;;5;3;7;2;6;1;;2;;2;2;2;10;;;87
15-oct-2015;;28;;5;1;;;1;;1;3;1;2;12;;2;;2;2;6;3;5;1;2;;;3;3;;9;;;92
15-sep-2015;;23;2;2;1;;1;;;2;4;;;10;;2;;3;1;1;2;6;;;;1;;2;2;11;;;76
16-apr-2015;;11;;2;2;1;;1;2;3;;1;1;12;;1;;2;1;2;3;2;1;;2;;2;;1;10;;;63
16-aug-2015;;7;2;2;1;;;;2;10;7;2;3;5;;3;;6;1;2;2;5;2;1;1;1;1;2;1;12;;;81
16-dec-2015;;15;;7;;;;1;;4;5;;;13;;3;;;1;1;1;2;1;1;1;;5;3;3;7;;;74
16-feb-2015;;17;1;5;1;1;1;2;1;6;6;1;1;13;;4;;1;1;3;3;3;1;;1;;1;;;16;;;90
16-jan-2015;;22;;6;;;1;2;3;3;4;;;11;;2;;5;1;4;3;4;;1;2;;;2;1;13;;;90
16-jul-2015;;12;1;5;;;;;1;7;4;;;10;;10;;4;;;3;5;1;1;2;;1;;2;9;;;78
16-jun-2015;;12;1;4;2;;;1;;8;2;;1;13;;3;;3;;2;2;4;;;;1;;;;6;;;65
16-mar-2015;;21;;2;1;;;;;4;2;;;16;;3;;1;2;1;3;4;1;;;;;;1;12;;;74
16-may-2015;;18;;4;;1;1;;1;5;1;1;2;3;;1;;1;1;4;2;5;;1;;;2;3;;4;;;61
16-nov-2015;;9;2;5;2;;;;;1;5;2;;6;;2;;2;1;2;;4;;;3;;;;1;15;;;62
16-oct-2015;;24;;10;2;;;3;1;5;4;1;2;16;;3;1;2;1;;;6;1;;1;;2;1;1;15;;;102
16-sep-2015;;20;;1;;1;;;2;3;4;;;11;;5;;3;;4;1;5;1;2;1;1;1;2;3;4;;;75
17-apr-2015;;18;;;1;;1;;;4;2;;;6;;3;;1;;2;;4;3;;;;1;1;1;11;;;59
17-aug-2015;;9;3;5;;;;1;2;8;3;;3;6;;;;2;3;4;4;2;3;;;;1;1;2;11;;;73
17-dec-2015;2;23;;2;;;1;;2;1;1;;1;8;;3;;3;;2;3;6;;;;;1;;1;10;;;70
17-feb-2015;1;13;;1;2;;;1;2;6;3;1;1;16;;5;;;2;2;2;4;2;;;;1;;;14;;;79
17-jan-2015;;16;2;6;2;;;2;1;6;3;;1;7;;1;;3;;4;1;3;;;;;1;;3;7;;1;70
17-jul-2015;;22;1;1;1;;1;1;1;2;2;2;2;9;;2;;1;3;;1;3;;;;1;2;;;7;;;65
17-jun-2015;;18;;4;;;;1;;6;;;5;15;;3;;4;;2;2;3;;;1;;2;;1;13;;;80
17-mar-2015;;17;1;;1;1;;3;;2;4;;;12;;5;;2;3;1;7;9;2;;1;;;;1;13;;;85
17-may-2015;;11;1;2;4;;1;2;3;5;1;2;2;3;;1;;3;1;2;;4;2;;1;;1;1;;6;;;59
17-nov-2015;;16;1;3;1;;;;1;3;4;2;2;16;;3;;3;1;1;1;5;;1;1;1;1;;2;11;;;80
17-oct-2015;;13;;4;2;;;2;2;5;5;1;3;4;;4;;2;;2;2;6;1;2;;;3;4;1;10;;;78
17-sep-2015;1;15;;3;;;;;;6;1;;;13;;7;1;2;1;;;4;1;;;;;2;;9;;;66
18-apr-2015;;12;;1;1;1;1;;;2;4;1;2;1;;1;;1;;3;1;1;;1;;;;;;8;;;42
18-aug-2015;1;19;2;2;1;;;1;;5;2;1;1;10;;;;2;2;1;2;4;1;1;2;;1;1;1;6;;;69
18-dec-2015;;15;;3;;;2;1;1;3;2;;1;8;;4;1;2;;2;3;5;1;;;;1;1;6;12;;;74
18-feb-2015;;22;;2;;;;;;2;4;1;;10;;3;;2;2;4;1;5;3;;1;;1;;1;11;;;75
18-jan-2015;;13;4;3;3;;;2;;2;1;4;1;6;;3;;2;3;5;;5;2;;1;;;2;;12;;;74
18-jul-2015;;19;1;1;1;;;4;2;1;3;;3;4;;3;;4;2;;2;3;;;1;;4;1;;10;;;69
18-jun-2015;;8;;4;3;;2;;5;3;;;4;4;;1;;2;;2;1;5;2;1;;;1;2;2;7;;;59
18-mar-2015;;18;;11;1;;;1;2;3;3;1;1;10;;4;;;;;1;7;;;2;;4;;4;5;;;78
18-may-2015;;8;;1;1;;1;;;5;5;;1;7;;2;;1;;1;1;4;;1;;;2;;2;7;;;50
18-nov-2015;;30;;1;1;;;;1;6;1;1;2;11;;1;;2;1;1;1;8;2;;;;4;;1;15;;;90
18-oct-2015;;9;1;;4;;;;2;5;5;3;3;4;;3;;5;;2;6;4;;;;;;1;1;10;;;68
18-sep-2015;;25;;2;1;;;;;5;5;1;2;7;;2;;3;;3;4;5;1;;;;2;;1;15;;;84
19-apr-2015;;10;;2;;;;3;;2;;1;2;;;;;1;;;;2;;;1;1;;1;1;8;;;35
19-aug-2015;;27;;5;;;;;1;5;1;;4;11;;4;;;2;3;3;8;;;1;;;1;3;8;;;87
19-dec-2015;;18;;3;1;;1;;1;3;3;1;3;8;;;;3;2;3;5;6;1;;1;1;3;;;7;;;74
19-feb-2015;;15;;2;2;;;;;1;3;;2;11;;2;;3;;2;2;2;;;1;;;;2;8;;;58
19-jan-2015;;19;1;4;2;;;;1;5;2;2;;8;;4;;1;;2;4;1;;1;;1;1;1;1;16;;;77
