Etiquetas de fila;AMAZONAS;ANTIOQUIA;ARAUCA;ATLÁNTICO;BOLÍVAR;BOYACÁ;CALDAS;CAQUETÁ;CASANARE;CAUCA;CESAR;CHOCÓ;CÓRDOBA;CUNDINAMARCA;Guainía;GUAJIRA;GUAVIARE;HUILA;MAGDALENA;META;NARIÑO;NORTE DE SANTANDER;PUTUMAYO;QUINDÍO;RISARALDA;SAN ANDRÉS;SANTANDER;SUCRE;TOLIMA;VALLE;Vaupés;VICHADA;Total general
02-jun-2010;;10;;2;;;1;;;;;;1;8;;1;;2;;1;3;;;;;;;;;17;;;46
02-mar-2010;;5;;3;;;;;;2;2;;;5;;;;1;;2;1;;;1;1;;3;;;11;;;37
02-may-2010;;5;1;1;2;;;;;2;1;;1;2;;;;3;1;2;1;1;;;;;;1;;13;;;37
02-nov-2010;;4;1;1;1;;1;;;;3;;;6;;;;2;;;;;;;1;;1;;;11;;;32
02-oct-2010;;5;;6;;;;;;2;1;;;4;;2;;4;1;1;1;2;1;;1;;;;;11;;;42
02-sep-2010;;6;;6;1;;;1;;;1;;;3;;;;2;;3;;1;;;;;3;1;;12;;;40
03-apr-2010;;4;;3;1;;;;;1;1;1;;2;;;;1;;1;1;;;;;;1;1;2;7;;;27
03-aug-2010;;4;;7;1;;1;;1;2;1;;;11;;;;1;;2;;;;;;;;1;;10;;;42
03-dec-2010;;4;1;2;3;;;;;;;;;3;;1;;6;;1;2;1;1;;;;;1;1;6;;;33
03-feb-2010;;4;;6;;1;1;;1;2;;;;6;;1;;3;1;;1;;1;;1;;1;;;12;;;42
03-jan-2010;;3;1;;;;;;;2;;;1;1;;;;2;;;;;;;1;;3;;3;8;;;25
03-jul-2010;;2;1;3;1;1;;;1;2;;;;;;1;;;2;3;1;1;;;2;;2;;;6;;;29
03-jun-2010;;6;;3;3;;1;;;1;2;;;6;;1;;3;1;;;;;;;;;2;;12;;;41
03-mar-2010;;7;1;1;;;;;1;1;1;;;2;;;;3;;3;;1;;;;;1;2;2;15;;;41
03-may-2010;;5;;1;;;;;;2;;;;4;;2;;3;1;2;2;;;;2;;1;1;;8;;;34
03-nov-2010;;9;;3;2;;;;;;1;;;7;;;;;3;5;2;2;;;;;;;;10;;;44
03-oct-2010;;3;;1;1;;;;;2;;;1;2;;2;;;1;3;;;1;1;2;;1;;4;9;;;34
03-sep-2010;;;;4;2;;;2;;;2;;;7;;1;;2;;4;;;1;;1;;1;1;;17;;1;46
04-apr-2010;;3;;3;1;;;;;3;;;;4;;;;1;3;1;2;1;;;;;1;;;9;;;32
04-aug-2010;;3;;5;;;;1;;1;1;;;3;;1;;;;1;1;;;2;1;1;;;;16;;;37
04-dec-2010;;3;2;4;1;;;1;1;;1;;;2;;;;2;;7;1;;1;;;;2;;;7;;;35
04-feb-2010;;;;4;;;;1;1;3;1;;;4;;;1;2;;1;2;;;;;;2;;1;13;;;36
04-jan-2010;;10;;1;;;;;;;1;;;2;;1;;1;1;;;;;;;;1;;;9;;;27
04-jul-2010;;4;2;1;;1;2;;;;1;1;2;1;;1;;;4;3;;;;;;;2;;;9;;;34
04-jun-2010;;6;;2;1;;;1;;1;1;1;1;6;;1;;1;;2;;1;1;;;;;;;9;;;35
04-mar-2010;;2;;3;1;;1;;1;3;3;;;12;;;;2;1;1;;;;;;;1;;;10;;;41
04-may-2010;;2;;1;2;;;;;2;;;;6;;;;;;2;1;;;;1;;;;;13;;;30
04-nov-2010;;6;;2;2;1;1;;1;1;1;;;9;;;;1;1;1;;;;;2;;;;3;11;;;43
04-oct-2010;;2;;1;1;;;;;4;;;;5;;1;;;;3;1;;;;1;;;;;4;;;23
04-sep-2010;;;;1;3;;;;1;;;;;3;;1;;;1;2;;2;;;;;;2;;11;;;27
05-apr-2010;;6;;3;1;;;;;4;;;;7;;1;;1;;;2;;2;;1;;2;;;10;;;40
05-aug-2010;;5;;4;3;2;;1;;2;1;;;5;;1;;1;1;;2;;1;;1;;;;;11;;;41
05-dec-2010;;1;2;2;1;1;;1;;;;;;3;;;;5;;1;;;;;1;;2;1;;12;;;33
05-feb-2010;;4;;1;1;;;;;1;1;;1;6;;;;2;1;;;;1;1;;;1;2;2;17;;;42
05-jan-2010;;13;;5;;1;;;;1;;;;5;;;;4;;1;1;;;1;;;;;1;11;;;44
05-jul-2010;;3;;1;1;1;;1;;;;;;1;;;;3;2;1;1;1;1;;;1;3;;;9;;;30
05-jun-2010;;3;1;;2;;1;2;;1;2;;;3;;;;1;;3;;;;;;;1;1;;11;;;32
05-mar-2010;;11;1;4;1;;1;;;;2;;;5;;;;2;;2;3;1;;;1;;2;;1;9;;;46
05-may-2010;;7;;4;;;1;;;4;1;;1;7;;1;;5;;3;2;;;;;;;;;14;;;50
05-nov-2010;;13;;2;;;;2;;;;1;;5;;;;;;1;1;;;;2;;1;;3;10;;;41
05-oct-2010;1;4;1;3;1;;;1;;1;1;;;1;;3;;1;1;;1;2;;;;;1;;1;12;;;36
05-sep-2010;;2;;2;1;;;;;2;2;;;2;;1;;;;4;;;2;;;;1;;;9;;;28
06-apr-2010;;5;;3;;;;;;1;;;;7;;2;1;1;;5;1;;;1;;;2;;;9;;;38
06-aug-2010;1;7;;3;2;;;;1;;1;;;4;;;;3;;3;1;1;;1;1;;;;;10;;;39
06-dec-2010;;8;;2;1;;1;1;;;;;;5;;;;1;1;1;;;;;;;2;1;;11;;;35
06-feb-2010;;2;;2;1;1;2;1;1;1;1;;;6;;;;2;2;3;1;1;;;;;3;1;;12;;;43
06-jan-2010;;10;;4;;;;;1;;;1;;3;;3;;1;2;;1;1;1;2;1;;1;;1;8;;;41
06-jul-2010;;;;3;1;;;;;;1;;;11;;;;4;1;3;1;;;;1;;1;;;15;;;42
06-jun-2010;;3;;1;2;;;;;3;2;;;3;;1;;5;;5;;;1;;1;;3;;1;9;;;40
06-mar-2010;;11;1;7;3;;;2;;;;;;4;;;;;;;;1;;;2;;2;;;9;;;42
06-may-2010;;5;;2;2;;;;1;;2;;;7;;1;;4;;;;1;;;2;;;;;9;;;36
06-nov-2010;;4;;5;1;;1;1;;2;;;;5;;1;;3;;8;1;2;;1;2;;1;;1;7;;;46
06-oct-2010;;1;;3;;;;;;;;;;5;;;;3;;2;;;;;2;;;1;;11;;;28
06-sep-2010;;2;;3;1;;;1;1;2;;;;4;;;;3;;4;;2;;;;;;1;1;10;;;35
07-apr-2010;;5;;1;;1;;2;;1;1;;;6;;;;1;;2;;;;;;;1;1;;15;;;37
07-aug-2010;;4;;6;1;1;;2;;2;;;;1;;;;2;;4;1;1;2;;1;;1;;2;6;;;37
07-dec-2010;2;3;;2;3;;;1;;;;;;3;;1;;;;3;;1;;;;;2;1;2;8;;;32
07-feb-2010;;2;;;1;;;;;1;2;;;1;;1;;1;;3;;2;;;1;;1;1;2;12;;;31
07-jan-2010;;10;;6;;1;;;;1;;;;3;;3;;;;2;;;;1;;;;;;11;;;38
07-jul-2010;1;2;;2;1;;;1;;;1;;;9;;;;1;2;3;4;;;;2;;;1;;13;;;43
07-jun-2010;;1;;;2;;;;1;2;;;;;;;;2;8;1;4;4;1;;1;;1;;;6;;;34
07-mar-2010;;5;1;2;3;;;;2;2;;;;3;;;;3;;1;;;;;1;;3;;1;7;;1;35
07-may-2010;;6;;;;;;;1;4;;;;6;;;;1;1;5;2;1;;;1;1;;;2;15;;;46
07-nov-2010;;9;;1;1;;;;;2;;;;3;;;;3;2;4;1;;;1;;;;2;1;6;;;36
07-oct-2010;;4;;3;;1;;;;2;2;;1;4;;;;4;;3;;1;;;1;;;;;8;;;34
07-sep-2010;;3;1;6;1;;;;;;1;;;;;;;1;;;;;;;2;;;1;1;16;;;33
08-apr-2010;;5;;4;;1;;1;1;6;2;;;5;;;;4;1;2;1;1;;;2;;2;;1;14;;;53
08-aug-2010;;2;;3;2;2;;1;;;;;1;4;;1;;4;;3;;1;1;;;;;;1;13;;;39
08-dec-2010;;3;;;1;;;1;;;;;;1;;;;4;;1;1;;;;1;1;2;;2;7;;;25
08-feb-2010;;3;1;;;;;;;2;;;;5;;;;;;1;2;1;;;;;1;1;1;13;;;31
08-jan-2010;;3;;5;;;2;;;;;;;4;;2;;1;;1;;1;;2;;;1;1;2;12;;;37
08-jul-2010;;6;;3;2;;;;;1;;;;7;;;;1;1;1;1;;;;1;1;1;;2;6;;;34
08-jun-2010;;6;;1;2;;;;;;1;;;9;;;;4;;;2;;;;;;1;;;21;;;47
08-mar-2010;;2;;2;1;;;;1;;2;1;;6;;;;1;;3;1;1;;;;;2;;;18;;;41
08-may-2010;;6;;3;1;1;1;;;;;;;4;;;;4;1;;2;;;;;1;5;1;4;5;;;39
08-nov-2010;;8;;4;1;;2;;;1;2;;;5;;;;6;1;4;;;;1;2;1;;;;18;;;56
08-oct-2010;;5;1;2;;;;;;1;5;;;5;;1;;1;;3;2;;;;1;;1;;2;10;;;40
08-sep-2010;;4;1;5;;;;;;1;;;;;;2;;;;3;;;;;1;1;;;1;8;;;27
09-apr-2010;;;;4;;;1;;;1;2;;;7;;1;;4;1;3;1;;;1;1;;1;;1;9;;;38
09-aug-2010;;2;;2;1;1;;;;2;3;;;12;;1;;3;1;2;1;1;;;2;;1;;;13;;;48
09-dec-2010;;4;;3;3;;;2;;;;;;4;;;;;1;;;1;;;2;;;;;15;;;35
09-feb-2010;;3;;1;;;1;2;;2;1;;1;7;;;;2;;3;2;;;;;;2;;;10;;;37
09-jan-2010;;6;1;6;1;;;;1;;1;2;1;5;;;;2;;;;;;;;;1;2;2;14;;;45
09-jul-2010;;4;;1;;;1;;;;;;2;7;;1;;2;;;1;;;;;;2;;2;8;;;31
09-jun-2010;;4;;;2;1;;;1;;1;1;;4;;1;;4;1;3;;2;;;;;2;1;1;9;;;38
09-mar-2010;;7;;2;;;;;;3;2;;;7;;;;2;1;2;;;;;1;;2;;1;10;;;40
09-may-2010;;2;;2;;1;;;1;4;3;;;3;;;;3;1;3;;;;;3;;2;;1;7;;;36
09-nov-2010;;3;;4;;;;1;;2;1;;1;2;;;;1;1;1;1;1;;;;;1;;1;7;;;28
09-oct-2010;;;;2;2;;;;1;;;;1;6;;2;;2;1;3;1;;1;1;1;;4;;;7;;;35
09-sep-2010;;1;;2;4;;;1;;2;1;;;2;;;;3;;3;;;;;;;1;;;9;;;29
10-apr-2010;;4;;4;;1;;2;;2;4;;;3;;2;;2;;4;1;1;;;;;4;;;8;;;42
10-aug-2010;;5;;7;1;1;;;;;1;;;3;;3;;3;;;;2;;;;;1;;;9;;;36
10-dec-2010;;2;1;;;;1;3;;3;;;;5;;1;;3;1;1;1;2;;;;;1;1;;12;;;38
10-feb-2010;;3;1;2;2;;;1;;1;;;;6;;3;;4;;4;;1;1;;2;;2;;;13;;;46
10-jan-2010;;6;;4;3;;;;1;1;1;1;;;;;;1;;4;;3;1;;;;1;;;9;;;36
10-jul-2010;;3;1;2;4;;;1;;;;;;4;;2;;3;1;;1;;;;2;;1;1;1;7;;;34
10-jun-2010;;4;;1;;;1;;1;;2;;;8;;1;;1;1;2;;1;;1;;;1;1;;8;;;34
10-mar-2010;;8;;;1;;1;1;;;2;;;4;;;;2;;;1;2;;;1;;1;1;5;7;;;37
10-may-2010;;5;;1;;;;;1;2;;;;10;;;;4;1;1;3;;;;;1;4;1;1;11;;;46
10-nov-2010;;4;;5;1;;;1;;2;1;;;6;;;;3;;2;1;;;;2;1;1;;1;12;;;43
10-oct-2010;;1;;1;;;;1;;;;;;7;;1;;2;;3;;1;;;1;;2;;;13;;;33
10-sep-2010;;5;;4;;;;;;;;;;5;;;;4;1;2;3;;1;;;;;1;;17;;;43
11-apr-2010;;5;;3;1;1;;;;;4;;;6;;;;1;;1;;2;;2;;2;;;;5;;;33
11-aug-2010;;1;;2;;;;;;;;;;6;;1;;2;3;;;;;;3;;;;;16;;;34
11-dec-2010;;3;;4;4;;1;1;;;2;;;1;;;;2;;2;;1;;1;;;2;1;;9;;;34
11-feb-2010;;5;;5;;;1;1;;1;1;;;6;;;;;2;1;5;3;1;;;;1;;;12;;;45
11-jan-2010;;2;;1;1;;;;;2;;1;1;2;;1;;3;1;1;;;;;2;;1;;2;12;;;33
11-jul-2010;;1;;3;1;;;2;;1;;1;1;5;;;;1;;2;1;;;;;;3;;;7;;;29
11-jun-2010;;7;;;;;;1;;;;;;7;;;;4;;3;4;;;;;;1;;1;7;;;35
11-mar-2010;;8;;2;2;;;;;1;2;;;9;;;;1;;2;2;3;;;;;2;;;10;;;44
11-may-2010;;3;;;1;1;;1;;1;;;;4;;1;;3;;;1;;;;;;;;;6;;;22
11-nov-2010;;4;;4;2;1;;;1;1;;;;7;;2;;2;;3;1;;;;1;;3;1;2;8;;;43
11-oct-2010;;2;1;1;;;;;;;;;;3;;;;1;1;2;;;;1;1;1;1;;;8;;;23
11-sep-2010;;3;;2;;;1;;;;;;;5;;;;2;;1;;;1;;1;;2;;;12;;;30
12-apr-2010;;7;;4;;;;;2;2;;;;6;;;;3;3;4;1;;;;;1;;;1;5;;;39
12-aug-2010;;2;1;2;1;;;;1;1;1;;;4;;1;;2;;2;;2;;;2;;;;;22;;;44
12-dec-2010;;4;;1;1;;;1;;2;;;;5;;;;4;1;3;;;;;1;;3;1;1;14;;;42
12-feb-2010;;12;1;2;1;;;1;;3;1;1;;3;;1;;1;2;2;2;3;;;1;1;;;;13;;;51
12-jan-2010;;7;;5;1;1;;1;;3;;;;4;;;;2;;;;1;;;1;;1;;;12;;;39
12-jul-2010;;2;;3;;;;;;1;3;;1;4;;;;2;2;2;1;1;;;1;1;2;;1;9;;;36
12-jun-2010;;7;;5;1;;;;1;1;;;;5;;2;;3;2;3;;;;;1;;3;;;9;;;43
12-mar-2010;;15;;6;;;;;1;1;1;1;1;3;;;;2;3;2;3;3;;;;;3;;1;9;;;55
12-may-2010;;6;1;1;;;1;;;1;;;;2;;;;2;;;;1;;;1;;3;;;8;;;27
12-nov-2010;;5;1;3;1;;1;1;;6;3;;;6;;;;3;1;3;;;;;3;;1;3;;18;;;59
12-oct-2010;;4;;3;1;;;;1;;1;;1;4;;;;2;1;1;;1;1;;1;;;;1;9;;;32
12-sep-2010;1;1;;6;2;;1;;;1;;;;2;;;;3;;4;;2;;;;;1;;1;9;;;34
13-apr-2010;;5;;6;;;;;;1;4;1;1;5;;;;2;;2;1;1;1;;;;1;;1;10;;;42
13-aug-2010;;6;1;2;;;;;;1;;;;5;;3;;5;;2;;;1;;2;1;1;;1;19;;;50
13-dec-2010;;7;;1;2;;;;;;;;;2;;;;2;1;1;;;;;1;;2;;;8;;;27
13-feb-2010;;11;;3;;;2;1;;2;;;;3;;1;;;1;1;3;4;;;1;;1;;1;14;;;49
13-jan-2010;;4;;2;;;1;;;1;;;;5;;1;;;;;1;;;;;;4;;2;17;;;38
13-jul-2010;;3;;2;1;1;;;;;1;;;8;;;;1;2;2;;;;;;;1;;2;9;;;33
13-jun-2010;;2;;2;3;;;;1;;;;;3;;1;;2;1;1;;;;;;;2;1;1;7;;;27
13-mar-2010;;4;;4;1;;;;;1;;;;1;;2;;4;1;1;1;;;;2;;2;;1;6;;;31
13-may-2010;;6;;1;;1;;;1;3;1;;;3;;;;2;;1;1;;;;;;1;;;9;;;30
13-nov-2010;;3;;2;2;;1;;;3;1;;;1;;;;2;1;2;2;;;;;;3;1;2;6;;;32
13-oct-2010;;9;;2;;;;;2;;2;;;7;;2;;2;;1;4;;;;1;;1;;;12;;;45
13-sep-2010;;;1;4;1;;;2;;1;2;;;4;;;;1;2;;;2;;;2;;1;;;8;;;31
14-apr-2010;;6;;3;1;;;;;;;;;8;;;;3;;1;;1;;;;;2;;2;13;;;40
14-aug-2010;;1;;3;1;1;;1;;;;;;;;;;6;;4;3;;;;2;;;;;14;;;36
14-dec-2010;;1;;3;;;;1;;;1;;;9;;;;2;;;;;;;;;1;1;;11;;;30
14-feb-2010;;4;1;1;1;;2;;;4;;;;2;;2;;2;1;1;2;1;;1;;;2;;;11;;;38
14-jan-2010;;6;;1;5;;;;;2;;;;7;;;;7;;1;1;;;;2;;;;;15;;;47
14-jul-2010;;1;1;1;;;;;;;;;;5;;;;;;1;;1;;;1;;2;;1;8;;;22
14-jun-2010;;2;;;;;;;;;;;;2;;1;;1;;2;1;1;;1;;;;;;9;;;20
14-mar-2010;;4;;1;1;;1;1;1;;;;;2;;;;2;;2;;;;;;;1;;;7;;;23
14-may-2010;;7;;1;;;;2;;1;1;;;3;;;;2;;2;1;1;1;;2;;;;;9;;;33
14-nov-2010;;2;;2;1;1;;1;1;1;1;;;1;;1;1;1;2;4;;;;1;;;4;;;10;;;35
14-oct-2010;;;;7;;;;;;;1;;;7;;;;3;;6;1;1;;;1;;;2;;10;;;39
14-sep-2010;;2;;4;2;;;;;;;;;6;;;;1;1;;;1;;;1;;2;;;10;;;30
15-apr-2010;;4;;4;1;;;;;;1;;;7;;;;2;;1;;;1;;1;;2;;;6;;;30
15-aug-2010;;2;2;2;2;;;;;1;;;;;;1;;5;1;3;1;;;;;;2;;1;10;;;33
15-dec-2010;;9;;3;2;;;;;1;;;;3;;;;1;;1;1;2;;1;;;2;1;3;18;;;48
15-feb-2010;;8;;1;;;1;1;;1;;;;7;;;;4;1;3;3;;;;1;;;;;8;;;39
15-jan-2010;;3;;1;1;;1;1;1;2;1;;;3;;1;;3;1;;1;1;;2;;;1;1;1;15;;;41
15-jul-2010;;3;;4;2;;2;;;1;;;;9;;;;5;;1;;;;;;;2;;1;12;;;42
15-jun-2010;;8;;3;1;;;1;;1;1;;;7;;;;2;;1;1;1;;;;;1;;;15;;;43
15-mar-2010;;15;;3;;;1;;;;;;;9;;;;1;1;;;1;;;;;;1;1;9;;;42
15-may-2010;;4;;;3;;;;1;2;;;1;3;;;;4;;1;1;1;;;1;;;1;2;8;;;33
15-nov-2010;;1;;3;2;;;;1;1;;;;4;;;;3;;1;2;;;;1;;1;;;9;;;29
15-oct-2010;;3;;6;1;;;1;;1;1;;;4;;1;1;;;2;1;;1;1;1;;;3;1;17;;;46
15-sep-2010;;3;;5;;;;1;;1;1;;;2;;;;2;;1;1;2;;1;;;1;;1;18;;;40
16-apr-2010;1;3;1;1;;1;1;;1;;2;;;10;;;;2;;3;1;2;;;;;;;2;15;;;46
16-aug-2010;;1;;5;1;;;;;2;;;;4;;1;;5;;1;1;2;;;3;1;5;;;16;;;48
16-dec-2010;;6;;4;1;;1;1;;2;;;;5;;;1;3;;;;;;;2;;1;;;9;;;36
16-feb-2010;;2;1;2;3;;;;1;2;;;;9;;2;;4;1;;;;;;;;1;1;;16;;;45
16-jan-2010;;11;;2;1;1;1;;;;2;1;1;3;;1;;3;2;3;2;;;1;;;;1;1;9;;;46
16-jul-2010;;1;;;1;;;1;2;;2;;1;4;;3;;1;;2;;1;;;1;;3;2;1;14;;;40
16-jun-2010;;2;;1;1;1;;;;;;;;9;;;;3;;3;;;;;1;;3;;1;13;;;38
16-mar-2010;;4;;2;1;;;;;1;5;;;7;;;;5;;3;;2;;;1;;1;;;14;;;46
16-may-2010;;2;;;2;;;;;;1;;;;;1;;3;;2;1;;;;;;1;1;;6;;;20
16-nov-2010;;2;;3;;;2;;;1;2;;;5;;1;;1;1;2;;;;;1;;;3;1;9;;;34
16-oct-2010;1;1;1;1;1;;;2;1;;1;;;;;3;;1;;1;3;1;;1;;;3;;;13;;;35
16-sep-2010;;1;;4;;1;;;1;1;;;;7;;3;;1;2;1;3;;;;1;;1;;;17;;;44
17-apr-2010;;7;4;3;2;;1;1;2;1;2;;;3;;;;3;;3;1;;;;1;1;2;1;1;12;;;51
17-aug-2010;;3;;5;1;;;1;1;;;;;6;;2;;1;;3;1;3;;;;1;1;2;2;9;;;42
17-dec-2010;;8;;3;;;;1;;2;;;;5;;1;;2;1;1;;;;;1;;1;1;;9;;;36
17-feb-2010;;6;;1;2;;;;;1;;;;4;;1;;1;2;3;2;;1;;1;;1;1;1;21;;;49
17-jan-2010;;7;1;3;1;1;;;1;4;;;;4;;;;2;;5;1;;;;1;;3;2;;10;;;46
17-jul-2010;1;5;2;3;1;;;;;;;;1;1;;;;;;3;;1;1;;;;2;;;13;;;34
17-jun-2010;;4;1;1;2;;;1;;;1;;;10;;;;2;;1;;;;;;;1;1;;9;;;34
17-mar-2010;;8;;2;1;1;1;;;3;;;;6;;;;4;;3;;;;;2;;1;;3;7;;;42
17-may-2010;;2;;;1;;;;;2;;;1;;;1;;4;1;2;;2;;;1;;;;1;6;;;24
17-nov-2010;;3;;4;2;;;1;;;;;;6;;;;;;2;1;;;;1;;2;;;5;;;27
17-oct-2010;;6;;1;3;;;;;1;1;;;4;;1;;2;2;4;;;1;;;1;;;1;10;;;38
17-sep-2010;;2;;5;3;;;2;;;;;;3;;2;;1;;3;3;2;;1;;;3;;;19;;;49
18-apr-2010;;7;;2;;;;1;;3;1;;;4;;1;;1;;2;;1;1;;1;;1;1;;2;;;29
18-aug-2010;;3;;3;1;;;1;;2;;;;7;;;;6;1;;;1;1;;3;;1;;2;12;;;44
18-dec-2010;;6;;6;;;;2;1;2;;;;2;;3;;4;;4;;;2;;1;;1;;1;7;;;42
18-feb-2010;;6;;1;;;;;;1;1;;;10;;;;2;3;2;1;1;;;1;;4;;;15;;;48
18-jan-2010;;4;;1;8;;;;1;1;;;;5;;;;;;1;2;;;;;;;1;2;9;;;35
18-jul-2010;;3;;3;2;;;;;1;;;;1;;;;4;;3;;;1;;;;;;;9;;;27
18-jun-2010;;3;;2;1;1;1;;;;;;;3;;;;1;;3;;2;1;;1;;2;;;11;;;32
18-mar-2010;;1;;5;2;;;;;;1;;1;12;;;;3;1;3;;1;;;;;1;1;;9;;;41
18-may-2010;;3;;2;1;;;1;1;2;1;;;5;;1;;3;1;;1;1;;;;1;1;;2;11;;;38
18-nov-2010;;8;;3;2;;;1;;1;1;;;6;;1;;3;;1;2;1;;1;;;1;;;13;;;45
18-oct-2010;;3;1;4;;;;;;;1;;;;;;;;;;;;;;3;;;1;;10;;;23
18-sep-2010;;5;1;7;;;;;1;;;;;3;;;;4;2;2;;;1;;1;;3;1;1;9;;;41
19-apr-2010;;9;;5;;;;;;1;1;;1;9;;1;;2;;4;;;;;1;;;;1;7;;;42
19-aug-2010;;;;7;;;1;;;;1;;;7;;2;;2;1;1;1;1;;;2;;2;;;14;;;42
19-dec-2010;1;2;;2;1;;;1;;3;;;1;3;;1;;5;1;1;;1;;;2;;2;;;14;;;41
19-feb-2010;;4;;3;2;;;;;2;;;;6;;1;;2;4;;;;;1;;;2;1;1;5;;;34
19-jan-2010;;7;2;5;1;;;;;5;2;;;7;;;;;;1;1;1;1;1;2;;1;1;;15;;;53
19-jul-2010;;3;;2;;;;;;1;;;;3;;1;;;2;;;1;;2;;;1;;1;15;;;32
19-jun-2010;;1;;5;1;;;;;;;;;3;;;;1;1;;;;;;;;;1;;7;;;20
19-mar-2010;;9;;1;;;;;;1;1;;;7;;;;2;;1;1;;1;;1;;1;1;1;17;;;45
19-may-2010;;6;;;;;;;1;1;;;;7;;;;2;;1;4;3;;;1;;;;;8;;;34
19-nov-2010;;10;;5;2;;;1;;;;;;4;;1;;3;2;2;2;;;;1;;;2;2;9;;;46
19-oct-2010;;3;;5;1;;;;;;;;;3;;2;;2;1;;1;;;;2;;;;1;9;;;30
19-sep-2010;;2;;;2;;;1;;;;;4;3;;1;;2;1;2;;;2;;;;;1;;10;;;31
20-apr-2010;;6;;2;1;;;1;;2;1;1;;7;;1;;3;;;;;;;;1;2;1;2;9;;;40
20-aug-2010;;3;;4;2;;;1;;1;1;;;6;;;;4;2;2;1;1;;;;;1;;;17;;;46
20-dec-2010;;3;;;1;;;2;;;;;;3;;1;;1;;;;;;1;1;;;;;5;;;18
20-feb-2010;;;1;;6;;;;;5;1;;;3;;2;;2;5;2;1;2;;;2;;3;;2;13;;;50
20-jan-2010;;6;;;1;;;;;1;1;;;5;;;;;;1;6;2;;;2;;2;;1;11;;;39
20-jul-2010;;4;1;2;;;;;;1;1;;;2;;1;;2;4;;;;;;;;2;;1;9;;;30
20-jun-2010;;1;;2;1;;;;;1;1;;;;;;;;;;;;1;1;;;1;1;;4;;;14
20-mar-2010;;10;;;1;;1;;1;2;2;;;4;;1;1;;1;;;2;;;1;1;;;1;6;;;35
20-may-2010;;5;;;1;;;;;;1;;;6;;;;2;1;;1;;1;1;1;;;;;16;;;36
20-nov-2010;;5;1;1;2;1;;;;;;;;;;2;;3;2;7;1;;;;2;;1;1;;12;;;41
20-oct-2010;;2;;;;;;;;;1;;;2;;;;;;4;1;;;;1;;1;1;;14;;;27
20-sep-2010;;3;;;;;1;;;1;2;;;5;;;;1;;1;2;;;;;1;;;4;12;;;33
21-apr-2010;;7;1;3;3;;3;1;;2;1;1;;12;;;;3;1;2;3;2;;;1;;;;;6;;;52
21-aug-2010;1;2;;4;3;;;1;;;;;;2;;2;;2;;2;1;;1;;1;;;;;12;;;34
21-dec-2010;;3;2;4;2;;;;;1;1;;;5;;;;1;;;;1;;;1;;1;;1;12;;;35
21-feb-2010;;1;;2;2;2;;;2;1;1;;;;;1;;1;2;2;;;1;;1;;;;1;5;;;25
21-jan-2010;;3;;4;1;;;1;;1;;;;7;;;;4;2;2;1;;;;1;;1;;2;11;;;41
21-jul-2010;;1;;4;1;;;;;1;;;;10;;2;;2;;1;;;1;;;;2;;;15;;;40
